SIG,MRK,TRC,FREQ,PEAK AMPL,QPD AMPL,EAVG AMPL,PEAK LL1 DELTA,QPD LL4 DELTA,EAVG LL5 DELTA,COMPOSITE AMPCOR,RBW,RBW TYPE,TIMESTAMP,COMMENT,USE ANTENNA UNIT
170,False,1,120300000,28.8728711249032,28.5268246771493,27.8814236761727,---,-19.8176197706554,-10.4630207716319,0,9000,CISPR,2018/11/29 20:15:36,,False
171,False,1,120700000,28.5353543402352,28.2285077215828,27.5684201361336,---,-20.1307515410366,-10.7908391264858,0,9000,CISPR,2018/11/29 20:15:38,,False
172,False,1,120900000,28.434234345118,28.0839459540047,27.3945767523446,---,-20.2827207160221,-10.9720899176823,0,9000,CISPR,2018/11/29 20:15:41,,False
173,False,1,121100000,28.2996823431649,27.9294125677743,27.246848786036,---,-20.44466150966,-11.1272252913983,0,9000,CISPR,2018/11/29 20:15:43,,False
174,False,1,122100000,27.3915784002938,26.9340893866219,26.2768704535164,---,-21.4770217278494,-12.1342406609549,0,9000,CISPR,2018/11/29 20:15:45,,False
175,False,1,122800000,26.503684723536,26.0462185980477,25.3636929632821,---,-22.3908184423495,-13.0733440771152,0,9000,CISPR,2018/11/29 20:15:48,,False
176,False,1,123300000,25.8375928045907,25.3537060858407,24.6533124090828,---,-23.1018494730751,-13.8022431498329,0,9000,CISPR,2018/11/29 20:15:50,,False
177,False,1,123900000,24.9037396551766,24.4257199408211,23.6945569159188,---,-24.0520578403168,-14.7832208652192,0,9000,CISPR,2018/11/29 20:15:52,,False
178,False,1,125200000,23.2528149725594,22.5998074652352,21.7522961737313,---,-25.9261184640509,-16.7736297555548,0,9000,CISPR,2018/11/29 20:15:54,,False
179,False,1,125600000,22.7516553045907,22.3168484808602,21.4649350287118,---,-26.2238922632407,-17.0758057153892,0,9000,CISPR,2018/11/29 20:15:57,,False
180,False,1,126100000,22.8436047674813,22.3267895819344,21.4761654974618,---,-26.232469680685,-17.0830937651577,0,9000,CISPR,2018/11/29 20:15:59,,False
181,False,1,126500000,23.0477978827157,22.4979931952157,21.6569134833016,---,-26.0760808822186,-16.9171605941327,0,9000,CISPR,2018/11/29 20:16:01,,False
182,False,1,126700000,23.3149487616219,22.6948773504891,21.8750836493172,---,-25.8866041343526,-16.7063978355244,0,9000,CISPR,2018/11/29 20:16:04,,False
183,False,1,127700000,24.5433041693368,24.0588528753914,23.3248669745125,---,-24.5596656464873,-15.2936515473662,0,9000,CISPR,2018/11/29 20:16:06,,False
184,False,1,127900000,24.7799985052743,24.3434369208016,23.6543728949227,---,-24.2824890084845,-14.9715530343634,0,9000,CISPR,2018/11/29 20:16:08,,False
185,False,1,128400000,25.4859311224618,25.0832364203133,24.4090954901375,---,-23.5612080274913,-14.2353489576671,0,9000,CISPR,2018/11/29 20:16:11,,False
186,False,1,129600000,26.8818280340828,26.5930020453133,25.9511181952157,---,-22.0958868469358,-12.7377706970334,0,9000,CISPR,2018/11/29 20:16:13,,False
187,False,1,130200000,27.3698269964852,27.062034332911,26.3626095892586,---,-21.6490767815603,-12.3485015252127,0,9000,CISPR,2018/11/29 20:16:15,,False
188,False,1,130400000,27.5223462225594,27.1603924872078,26.4780881048836,---,-21.5581260346709,-12.2404304169951,0,9000,CISPR,2018/11/29 20:16:17,,False
189,False,1,130900000,27.7357327582039,27.3600690008797,26.6633298041024,---,-21.3769680395175,-12.0737072362949,0,9000,CISPR,2018/11/29 20:16:20,,False
190,False,1,131200000,27.6962887884774,27.3221280218758,26.6295926214852,---,-21.4260201296325,-12.1185555300231,0,9000,CISPR,2018/11/29 20:16:22,,False
191,False,1,131400000,27.6016690375008,27.2961041571297,26.5986325384774,---,-21.459451401786,-12.1569230204384,0,9000,CISPR,2018/11/29 20:16:24,,False
192,False,1,131700000,27.6015393377938,27.2585217596688,26.5579754950203,---,-21.5081449103581,-12.2086911750065,0,9000,CISPR,2018/11/29 20:16:27,,False
193,False,1,132200000,27.309104645411,26.9532391668953,26.2466885687508,---,-21.83194602165,-12.5384966197946,0,9000,CISPR,2018/11/29 20:16:29,,False
194,False,1,132700000,27.131614411036,26.5891034247078,25.9062344671883,---,-22.214600282356,-12.8974692398756,0,9000,CISPR,2018/11/29 20:16:31,,False
195,False,1,133300000,26.4307477118172,25.9344937445321,25.2553097845711,---,-22.8914321847541,-13.570616144715,0,9000,CISPR,2018/11/29 20:16:34,,False
196,False,1,133700000,25.8695218207039,25.4521023871102,24.7659451605477,---,-23.3886383569907,-14.0747955835532,0,9000,CISPR,2018/11/29 20:16:36,,False
197,False,1,134200000,25.1702420355477,24.7268979193368,24.0209805609383,---,-24.1323613432827,-14.8382787016811,0,9000,CISPR,2018/11/29 20:16:38,,False
198,False,1,134700000,24.4448544623055,24.0317761542,23.3037945868172,---,-24.8460016269379,-15.5739831943207,0,9000,CISPR,2018/11/29 20:16:41,,False
199,False,1,135000000,23.9797131659188,23.4619443060555,22.6761548163094,---,-25.4269445861936,-16.2127340759397,0,9000,CISPR,2018/11/29 20:16:43,,False
200,False,1,135700000,23.0597378851571,22.5969311834969,21.762473786036,---,-26.3178836346781,-17.152341032139,0,9000,CISPR,2018/11/29 20:16:45,,False
201,False,1,136000000,22.8127896429696,22.2387082220711,21.3933179022469,---,-26.687217707215,-17.5326080270392,0,9000,CISPR,2018/11/29 20:16:47,,False
202,False,1,136200000,22.4518048407235,21.923980438868,21.0521161200203,---,-27.0093528978255,-17.8812172166732,0,9000,CISPR,2018/11/29 20:16:50,,False
203,False,1,136500000,22.2879178167977,21.7139584662118,20.8436352850594,---,-27.2304859815929,-18.1008091627452,0,9000,CISPR,2018/11/29 20:16:52,,False
204,False,1,136700000,22.0453793646493,21.5421521307625,20.6647412420907,---,-27.4096997244495,-18.2871106131214,0,9000,CISPR,2018/11/29 20:16:54,,False
205,False,1,137200000,21.9647137762703,21.3796002508797,20.5008465887703,---,-27.5907701228508,-18.4695237849602,0,9000,CISPR,2018/11/29 20:16:57,,False
206,False,1,137400000,21.9214017035164,21.4196393133797,20.5397870184578,---,-27.5581384677582,-18.4379907626801,0,9000,CISPR,2018/11/29 20:16:59,,False
207,False,1,137900000,22.4645993353524,21.8685223700203,21.0211560370125,---,-27.1277739296361,-17.9751402626439,0,9000,CISPR,2018/11/29 20:17:01,,False
208,False,1,138100000,22.6975857855477,22.0786816717782,21.2471768500008,---,-26.9250220352857,-17.7565268570631,0,9000,CISPR,2018/11/29 20:17:04,,False
209,False,1,138300000,22.9145886542,22.4357220770516,21.6052777411141,---,-26.5753890374197,-17.4058333733572,0,9000,CISPR,2018/11/29 20:17:06,,False
210,False,1,141100000,28.0951687933602,27.7672803045907,27.1012875677743,---,-21.3475345135843,-12.0135272504008,0,9000,CISPR,2018/11/29 20:17:08,,False
211,False,1,142200000,28.9832150580086,28.7137982489266,28.0538556219735,---,-20.4417573099892,-11.1016999369423,0,9000,CISPR,2018/11/29 20:17:10,,False
212,False,1,142500000,29.1380688788094,28.8437802435555,28.1938244940438,---,-20.3228864264713,-10.9728421759831,0,9000,CISPR,2018/11/29 20:17:13,,False
213,False,1,142700000,29.1821667792,28.9039761664071,28.2538296820321,---,-20.2700979110272,-10.9202443954022,0,9000,CISPR,2018/11/29 20:17:15,,False
214,False,1,142900000,29.1899411322274,28.8772961737313,28.2251507879891,---,-20.3041853111104,-10.9563306968526,0,9000,CISPR,2018/11/29 20:17:17,,False
215,False,1,143200000,29.121001923243,28.7896039129891,28.1320798041024,---,-20.4029886829637,-11.0605127918504,0,9000,CISPR,2018/11/29 20:17:20,,False
216,False,1,144000000,28.7178189398446,28.3993146063485,27.7203213812508,---,-20.8229076192339,-11.5019008443316,0,9000,CISPR,2018/11/29 20:17:22,,False
217,False,1,144200000,28.6268689276375,28.3259732367196,27.6561276556649,---,-20.9036563962703,-11.5735019773249,0,9000,CISPR,2018/11/29 20:17:24,,False
218,False,1,144400000,28.4603268744149,28.1786877752938,27.5107266546883,---,-21.0583492651034,-11.7263103857089,0,9000,CISPR,2018/11/29 20:17:27,,False
219,False,1,145200000,27.8451764227547,27.5542981268563,26.8590771795907,---,-21.7123685431706,-12.4075894904362,0,9000,CISPR,2018/11/29 20:17:29,,False
220,False,1,145500000,27.625282013575,27.3271176458993,26.6231381537118,---,-21.9506601352387,-12.6546396274262,0,9000,CISPR,2018/11/29 20:17:31,,False
221,False,1,146100000,27.2030255438485,26.8377377630868,26.1249234320321,---,-22.4622622402734,-13.1750765713281,0,9000,CISPR,2018/11/29 20:17:34,,False
222,False,1,147000000,26.4113766791024,26.0034024359383,25.2988202215828,---,-23.3299309007552,-14.0345131151107,0,9000,CISPR,2018/11/29 20:17:36,,False
223,False,1,147300000,26.3021618963875,25.9687344671883,25.2874524237313,---,-23.3757099806163,-14.0569920240734,0,9000,CISPR,2018/11/29 20:17:38,,False
224,False,1,147500000,26.1678235174813,25.8440549017586,25.1652676703133,---,-23.5077969534534,-14.1865841848987,0,9000,CISPR,2018/11/29 20:17:40,,False
225,False,1,147700000,26.0989300848641,25.7722012640633,25.0938412787118,---,-23.5870579985561,-14.2654179839077,0,9000,CISPR,2018/11/29 20:17:43,,False
226,False,1,147900000,26.19144412295,25.7463147284188,25.0645291449227,---,-23.6203519416081,-14.3021375251042,0,9000,CISPR,2018/11/29 20:17:45,,False
227,False,1,148100000,26.0120694281258,25.6755673529305,25.005523407618,---,-23.6985067245038,-14.3685506698163,0,9000,CISPR,2018/11/29 20:17:47,,False
228,False,1,148300000,26.0857083441414,25.6795880438485,25.0064313055672,---,-23.7018934409932,-14.3750501792745,0,9000,CISPR,2018/11/29 20:17:50,,False
229,False,1,148600000,26.0682370306649,25.7003094793953,25.0202328802743,---,-23.6922831165574,-14.3723597156785,0,9000,CISPR,2018/11/29 20:17:52,,False
230,False,1,149900000,27.1115338446297,26.7952801825203,26.1081082464852,---,-22.6454605615806,-13.3326324976157,0,9000,CISPR,2018/11/29 20:17:54,,False
231,False,1,152200000,30.0221631170907,29.7960126043953,29.2296979071297,---,-19.7299133248908,-10.2962280221564,0,9000,CISPR,2018/11/29 20:17:57,,False
232,False,1,152400000,30.2603909613289,29.9367444159188,29.3750912787118,---,-19.5965889207747,-10.1582420579818,0,9000,CISPR,2018/11/29 20:17:59,,False
233,False,1,152600000,30.2863156439461,30.0357052923836,29.4768139959969,---,-19.5050354517173,-10.063926748104,0,9000,CISPR,2018/11/29 20:18:01,,False
234,False,1,153200000,30.5007626654305,30.2518536688485,29.6807477118172,---,-19.3111092974747,-9.88221525450592,0,9000,CISPR,2018/11/29 20:18:03,,False
235,False,1,153400000,30.4975964667,30.2597653509774,29.6856305243172,---,-19.3106050227532,-9.88473984941334,0,9000,CISPR,2018/11/29 20:18:06,,False
236,False,1,153700000,30.5015637518563,30.234885895411,29.6644818426766,---,-19.3465955894307,-9.91699964216507,0,9000,CISPR,2018/11/29 20:18:08,,False
237,False,1,153900000,30.475120270411,30.2069241644539,29.6423031927743,---,-19.3819647277951,-9.94658569947482,0,9000,CISPR,2018/11/29 20:18:10,,False
238,False,1,154100000,30.3861462713875,30.1354672552743,29.553733551661,---,-19.4608290443822,-10.0425627479955,0,9000,CISPR,2018/11/29 20:18:13,,False
239,False,1,154600000,30.1717068792977,29.8936612250008,29.320220673243,---,-19.7211535931742,-10.294594144932,0,9000,CISPR,2018/11/29 20:18:15,,False
240,False,1,155000000,29.9457547308602,29.6455838324227,29.066673004786,---,-19.9840458005671,-10.5629566282039,0,9000,CISPR,2018/11/29 20:18:17,,False
241,False,1,155500000,29.5960461737313,29.3369824530282,28.7485043646493,---,-20.3111656984802,-10.8996437868591,0,9000,CISPR,2018/11/29 20:18:20,,False
242,False,1,155800000,29.3876645208993,29.1310956122078,28.5254590155282,---,-20.5281636504116,-11.1338002470913,0,9000,CISPR,2018/11/29 20:18:22,,False
243,False,1,157400000,28.0939099432625,27.7928921820321,27.1441647650399,---,-21.9256263398466,-12.5743537568388,0,9000,CISPR,2018/11/29 20:18:24,,False
244,False,1,157900000,27.7212903143563,27.3977963568368,26.7110287787118,---,-22.3392406835605,-13.0260082616855,0,9000,CISPR,2018/11/29 20:18:26,,False
245,False,1,158400000,27.3766018988289,27.0375363470711,26.349761688868,---,-22.7180192118446,-13.4057938700477,0,9000,CISPR,2018/11/29 20:18:29,,False
246,False,1,158600000,27.1453778387703,26.8816067816414,26.1829831244149,---,-22.8813561846817,-13.5799798419083,0,9000,CISPR,2018/11/29 20:18:31,,False
247,False,1,159400000,26.5999829413094,26.2793500067391,25.5782162787118,---,-23.5132425892137,-14.214376317241,0,9000,CISPR,2018/11/29 20:18:33,,False
248,False,1,159600000,26.4996182562508,26.1313626410164,25.4464108587899,---,-23.6686373623437,-14.3535891445703,0,9000,CISPR,2018/11/29 20:18:36,,False
249,False,1,159800000,26.3120190741219,25.9635617376961,25.2894742132821,---,-23.8438456730715,-14.5179331974855,0,9000,CISPR,2018/11/29 20:18:38,,False
250,False,1,160000000,26.2363812567391,25.8657071234383,25.1994778753914,---,-23.9491076947367,-14.6153369427836,0,9000,CISPR,2018/11/29 20:18:40,,False
251,False,1,160600000,25.9556576849618,25.5278470160164,24.8521115423836,---,-24.3091900243808,-14.9849254980136,0,9000,CISPR,2018/11/29 20:18:43,,False
252,False,1,160800000,25.8872906805672,25.4418179632821,24.7631985785164,---,-24.4026264845226,-15.0812458692882,0,9000,CISPR,2018/11/29 20:18:45,,False
253,False,1,161000000,25.6109768988289,25.2286297918953,24.5531384588875,---,-24.6232220633167,-15.2987133963245,0,9000,CISPR,2018/11/29 20:18:47,,False
254,False,1,161400000,25.7534253241219,25.3380887152352,24.6634366156258,---,-24.5285779547917,-15.203230054401,0,9000,CISPR,2018/11/29 20:18:49,,False
255,False,1,161800000,25.7969891668953,25.3689648749032,24.6954114081063,---,-24.5125166099385,-15.1860700767354,0,9000,CISPR,2018/11/29 20:18:52,,False
256,False,1,162000000,25.7940442206063,25.4412610174813,24.7821881415047,---,-24.4476278747678,-15.1067007507444,0,9000,CISPR,2018/11/29 20:18:54,,False
257,False,1,162300000,25.7809216620125,25.3589703680672,24.6878811957039,---,-24.541029635293,-15.2121188076563,0,9000,CISPR,2018/11/29 20:18:56,,False
258,False,1,162600000,25.9568173529305,25.5036389471688,24.8328320624032,---,-24.4074721673025,-15.0782790520681,0,9000,CISPR,2018/11/29 20:18:59,,False
259,False,1,163000000,26.1705090643563,25.8488309027352,25.1898877264657,---,-24.0770950265509,-14.7360382028205,0,9000,CISPR,2018/11/29 20:19:01,,False
260,False,1,163200000,26.2184598089852,25.7673031927743,25.1046673895516,---,-24.1660301439193,-14.8286659471419,0,9000,CISPR,2018/11/29 20:19:03,,False
261,False,1,163800000,26.4364850165047,26.0717312933602,25.3979642035164,---,-23.8838242655556,-14.5575913553993,0,9000,CISPR,2018/11/29 20:19:06,,False
262,False,1,164200000,26.5774685980477,26.2511593939461,25.5581891180672,---,-23.7192109797844,-14.4121812556633,0,9000,CISPR,2018/11/29 20:19:08,,False
263,False,1,164700000,26.6908108832039,26.3743512274422,25.6744153143563,---,-23.6145376648069,-14.3144735778928,0,9000,CISPR,2018/11/29 20:19:10,,False
264,False,1,164900000,26.7489392401375,26.4268262030282,25.7225262762703,---,-23.5694700966283,-14.2737700233861,0,9000,CISPR,2018/11/29 20:19:13,,False
265,False,1,165200000,26.8739544989266,26.546897614161,25.8493725897469,---,-23.4605097966066,-14.1580348210207,0,9000,CISPR,2018/11/29 20:19:15,,False
266,False,1,165500000,26.8753583075203,26.5371091009774,25.8324353338875,---,-23.4814094209013,-14.1860831879912,0,9000,CISPR,2018/11/29 20:19:17,,False
267,False,1,165800000,26.9567410589852,26.6247861029305,25.9225308539071,---,-23.4048435300593,-14.1070987790827,0,9000,CISPR,2018/11/29 20:19:19,,False
268,False,1,166100000,26.9116208197274,26.568153107325,25.8598019720711,---,-23.4725876367759,-14.1809387720298,0,9000,CISPR,2018/11/29 20:19:22,,False
269,False,1,166500000,26.8897473456063,26.5341565252938,25.8312222601571,---,-23.521399033622,-14.2243332987587,0,9000,CISPR,2018/11/29 20:19:24,,False
270,False,1,166800000,26.8577191473641,26.5650632025399,25.8560330511727,---,-23.501603467487,-14.2106336188542,0,9000,CISPR,2018/11/29 20:19:26,,False
271,False,1,167100000,26.8344037176766,26.4847180487313,25.7737500311532,---,-23.5930597324067,-14.3040277499848,0,9000,CISPR,2018/11/29 20:19:29,,False
272,False,1,167500000,26.7558209540047,26.4376294256844,25.7155530096688,---,-23.6549631702684,-14.377039586284,0,9000,CISPR,2018/11/29 20:19:31,,False
273,False,1,168200000,26.7193600775399,26.364654266993,25.6396023871102,---,-23.7538642548857,-14.4789161347685,0,9000,CISPR,2018/11/29 20:19:33,,False
274,False,1,168400000,26.627723419825,26.2948071600594,25.5722195746102,---,-23.8311187692267,-14.5537063546759,0,9000,CISPR,2018/11/29 20:19:36,,False
275,False,1,168600000,26.640777313868,26.2679822088875,25.5411374212899,---,-23.865351127806,-14.5921959154037,0,9000,CISPR,2018/11/29 20:19:38,,False
276,False,1,168800000,26.570953095118,26.2207715155282,25.5018384100594,---,-23.9199692285728,-14.6389023340415,0,9000,CISPR,2018/11/29 20:19:40,,False
277,False,1,169100000,26.3542477728524,26.0323025824227,25.3291546942391,---,-24.1195492727893,-14.822697160973,0,9000,CISPR,2018/11/29 20:19:42,,False
278,False,1,169400000,26.3658291937508,26.0230404974618,25.3184582831063,---,-24.1399224688614,-14.8445046832169,0,9000,CISPR,2018/11/29 20:19:45,,False
279,False,1,170200000,26.0559842230477,25.6566235663094,24.9725110174813,---,-24.5359690296434,-15.2200815784715,0,9000,CISPR,2018/11/29 20:19:47,,False
280,False,1,170400000,25.9628979803719,25.5352246405282,24.8386075140633,---,-24.664775362832,-15.3613924892969,0,9000,CISPR,2018/11/29 20:19:49,,False
281,False,1,170700000,25.673492157618,25.270415985743,24.566184723536,---,-24.9406951287283,-15.6449263909353,0,9000,CISPR,2018/11/29 20:19:52,,False
282,False,1,171300000,25.3971173407235,24.852821076075,24.1475903631844,---,-25.3805122606185,-16.0857429735091,0,9000,CISPR,2018/11/29 20:19:54,,False
283,False,1,171700000,24.9404751898446,24.5503995062508,23.8358609320321,---,-25.6977486452575,-16.4122872194763,0,9000,CISPR,2018/11/29 20:19:56,,False
284,False,1,172100000,24.7077633978524,24.2031170965828,23.4859311224618,---,-26.0598458697403,-16.7770318438614,0,9000,CISPR,2018/11/29 20:19:59,,False
285,False,1,172300000,24.5056073309578,24.0509488226571,23.3434292914071,---,-26.2194215510735,-16.9269410823235,0,9000,CISPR,2018/11/29 20:20:01,,False
286,False,1,172700000,24.197288239161,23.7373578192391,23.029563629786,---,-26.5478273693063,-17.2556215587594,0,9000,CISPR,2018/11/29 20:20:03,,False
287,False,1,173000000,24.1216275335946,23.5075451971688,22.7892453314461,---,-26.7887511024877,-17.5070509682104,0,9000,CISPR,2018/11/29 20:20:05,,False
288,False,1,173500000,23.7013165594735,23.2587124945321,22.5268017889657,---,-27.0561023236429,-17.7880130292093,0,9000,CISPR,2018/11/29 20:20:08,,False
289,False,1,173700000,23.6213070990243,23.1552426458993,22.4172207953133,---,-27.1669795796832,-17.9050014302691,0,9000,CISPR,2018/11/29 20:20:10,,False
290,False,1,174100000,23.5424878241219,23.1143109442391,22.3753888250985,---,-27.2227260961581,-17.9616482152988,0,9000,CISPR,2018/11/29 20:20:12,,False
291,False,1,174300000,23.6131512762703,23.1520840765633,22.4173047186532,---,-27.1923603712413,-17.9271397291515,0,9000,CISPR,2018/11/29 20:20:15,,False
292,False,1,174500000,23.8044964911141,23.2403103949227,22.5070569159188,---,-27.1115414602894,-17.8447949392933,0,9000,CISPR,2018/11/29 20:20:17,,False
293,False,1,175000000,23.9687649847664,23.5147015692391,22.7959515692391,---,-26.8556688044915,-17.5744188044915,0,9000,CISPR,2018/11/29 20:20:19,,False
294,False,1,175600000,24.513694489161,24.0782315375008,23.3908688666024,---,-26.314361058452,-17.0017237293504,0,9000,CISPR,2018/11/29 20:20:22,,False
295,False,1,175800000,24.6962964178719,24.261741364161,23.5775830389657,---,-26.1382586391992,-16.8224169643945,0,9000,CISPR,2018/11/29 20:20:24,,False
296,False,1,176600000,25.496490204493,25.0891034247078,24.4096600653328,---,-25.340526208282,-16.019969567657,0,9000,CISPR,2018/11/29 20:20:26,,False
297,False,1,176800000,25.7386929632821,25.3302533270516,24.6577145697274,---,-25.1067837133456,-15.7793224706699,0,9000,CISPR,2018/11/29 20:20:28,,False
298,False,1,177200000,26.215842926661,25.694976532618,25.0275342108407,---,-24.756875322594,-15.4243176443714,0,9000,CISPR,2018/11/29 20:20:31,,False
299,False,1,177500000,26.3254010321297,25.9154660345711,25.2355954291024,---,-24.547496931752,-15.2273675372208,0,9000,CISPR,2018/11/29 20:20:33,,False
300,False,1,177700000,26.4469067694344,26.1132428290047,25.4228436590828,---,-24.3571275447258,-15.0475267146477,0,9000,CISPR,2018/11/29 20:20:35,,False
301,False,1,178100000,26.7349927069344,26.4209134222664,25.703033173243,---,-24.0642717662789,-14.7821520153024,0,9000,CISPR,2018/11/29 20:20:38,,False
302,False,1,178500000,27.0550610663094,26.690696442286,25.9519650580086,---,-23.8093035610742,-14.5480349453516,0,9000,CISPR,2018/11/29 20:20:40,,False
303,False,1,178900000,27.2151639105477,26.8637692572274,26.1283871771493,---,-23.6510455609476,-14.3864276410257,0,9000,CISPR,2018/11/29 20:20:42,,False
304,False,1,179100000,27.263953888575,26.9379880072274,26.2080227972664,---,-23.584234218355,-14.314199428316,0,9000,CISPR,2018/11/29 20:20:45,,False
305,False,1,179500000,27.4342190863289,27.0630871893563,26.3332059027352,---,-23.4739498510409,-14.203831137662,0,9000,CISPR,2018/11/29 20:20:47,,False
306,False,1,179700000,27.4277417303719,27.0656201483407,26.3504788519539,---,-23.478824299464,-14.1939655958507,0,9000,CISPR,2018/11/29 20:20:49,,False
307,False,1,180100000,27.4162366034188,27.1147839667,26.384185516993,---,-23.4444752959194,-14.1750737456264,0,9000,CISPR,2018/11/29 20:20:51,,False
308,False,1,180500000,27.3640057684578,27.0564725042977,26.3171307684578,---,-23.5176015731366,-14.2569433089764,0,9000,CISPR,2018/11/29 20:20:54,,False
309,False,1,180700000,27.3095318915047,27.0037839056649,26.2622983099618,---,-23.5776975791768,-14.3191831748799,0,9000,CISPR,2018/11/29 20:20:56,,False
310,False,1,180900000,27.3277585150399,26.9528729559578,26.2150799872078,---,-23.6360159362912,-14.3738089050412,0,9000,CISPR,2018/11/29 20:20:58,,False
311,False,1,181600000,27.1305310370125,26.7239300848641,25.9859311224618,---,-23.8908847333109,-14.6288836957133,0,9000,CISPR,2018/11/29 20:21:01,,False
312,False,1,181900000,26.8066937567391,26.5087353827157,25.780296051661,---,-24.1171905465705,-14.8456298776251,0,9000,CISPR,2018/11/29 20:21:03,,False
313,False,1,182800000,26.3211362005868,25.9365155340828,25.2528073431649,---,-24.7227437285366,-15.4064519194546,0,9000,CISPR,2018/11/29 20:21:05,,False
314,False,1,183200000,26.2614514471688,25.6977994085946,25.0156552435555,---,-24.9762746688397,-15.6584188338788,0,9000,CISPR,2018/11/29 20:21:08,,False
315,False,1,183500000,25.8339001776375,25.4352490545907,24.7560193182625,---,-25.2499361339547,-15.9291658702828,0,9000,CISPR,2018/11/29 20:21:10,,False
316,False,1,183800000,25.6971661688485,25.3383175970711,24.6601864935555,---,-25.3579787025854,-16.036109806101,0,9000,CISPR,2018/11/29 20:21:12,,False
317,False,1,184000000,25.4659344793953,25.1142499090828,24.4503247381844,---,-25.589453797981,-16.2533789688795,0,9000,CISPR,2018/11/29 20:21:15,,False
318,False,1,184200000,25.6796490790047,25.1952511908211,24.5266110541024,---,-25.5158599236502,-16.1845000603689,0,9000,CISPR,2018/11/29 20:21:17,,False
319,False,1,184700000,25.45999881045,25.0855633856453,24.4197079779305,---,-25.6440662473445,-16.3099216550593,0,9000,CISPR,2018/11/29 20:21:19,,False
320,False,1,185100000,25.5428082586922,25.1612698675789,24.5015408636727,---,-25.5831745802257,-16.2429035841319,0,9000,CISPR,2018/11/29 20:21:21,,False
321,False,1,185300000,25.6329266668953,25.2375561834969,24.5904461981453,---,-25.5142956717151,-16.1614056570667,0,9000,CISPR,2018/11/29 20:21:24,,False
322,False,1,186100000,26.1678921820321,25.8331982733407,25.1979596258797,---,-24.948283211501,-15.5835218589619,0,9000,CISPR,2018/11/29 20:21:26,,False
323,False,1,188500000,28.8529202582039,28.615028107325,27.9688183905282,---,-22.2553422664055,-12.9015519832024,0,9000,CISPR,2018/11/29 20:21:28,,False
324,False,1,188700000,29.0938489081063,28.8140637518563,28.1707989813485,---,-22.0637140292817,-12.7069787997895,0,9000,CISPR,2018/11/29 20:21:31,,False
325,False,1,189500000,29.6548001410164,29.3992612005868,28.7737500311532,---,-21.5081462101808,-12.1336573796144,0,9000,CISPR,2018/11/29 20:21:33,,False
326,False,1,189700000,29.8346631170907,29.4985730292,28.8815152289071,---,-21.416241788975,-12.0332995892679,0,9000,CISPR,2018/11/29 20:21:35,,False
327,False,1,189900000,29.8705746771493,29.6015622259774,28.9807965399422,---,-21.320659999605,-11.9414256856402,0,9000,CISPR,2018/11/29 20:21:38,,False
328,False,1,190100000,29.9471890570321,29.681060516993,29.0659329535164,---,-21.2485691159968,-11.8636966794734,0,9000,CISPR,2018/11/29 20:21:40,,False
329,False,1,190500000,29.9957425238289,29.7298123480477,29.1217801214852,---,-21.2146320997569,-11.8226643263194,0,9000,CISPR,2018/11/29 20:21:42,,False
330,False,1,190700000,30.0214764715828,29.7140118719735,29.0921322943368,---,-21.2378399832386,-11.8597195608753,0,9000,CISPR,2018/11/29 20:21:44,,False
331,False,1,191100000,29.9347912909188,29.6472622992196,29.024207794825,---,-21.3194043708073,-11.9424588752018,0,9000,CISPR,2018/11/29 20:21:47,,False
332,False,1,191500000,29.7943188788094,29.5308758856453,28.8941342474618,---,-21.4506055991963,-12.0873472373799,0,9000,CISPR,2018/11/29 20:21:49,,False
333,False,1,192100000,29.558875763575,29.2220303656258,28.5801465155282,---,-21.7816733414381,-12.4235571915357,0,9000,CISPR,2018/11/29 20:21:51,,False
334,False,1,192300000,29.3795849920907,29.0908810736336,28.4455639959969,---,-21.9202300408377,-12.5655471184744,0,9000,CISPR,2018/11/29 20:21:54,,False
335,False,1,192500000,29.3137051703133,28.9795987250008,28.3248898626961,---,-22.0389197968779,-12.6936286591826,0,9000,CISPR,2018/11/29 20:21:56,,False
336,False,1,192700000,29.1184079291024,28.8305050970711,28.1707913519539,---,-22.195420832215,-12.8551345773322,0,9000,CISPR,2018/11/29 20:21:58,,False
337,False,1,192900000,29.004546845118,28.666297638575,28.0027539374032,---,-22.3670356981185,-13.0305793992904,0,9000,CISPR,2018/11/29 20:22:01,,False
338,False,1,193100000,28.7540051581063,28.4608533026375,27.7834012152352,---,-22.5798874414634,-13.2573395288657,0,9000,CISPR,2018/11/29 20:22:03,,False
339,False,1,193300000,28.5936123968758,28.308257782618,27.6262814642586,---,-22.7398903688903,-13.4218666872497,0,9000,CISPR,2018/11/29 20:22:05,,False
340,False,1,193700000,28.2728268744149,27.9492947699227,27.2765500189461,---,-23.1136681964005,-13.786412947377,0,9000,CISPR,2018/11/29 20:22:07,,False
341,False,1,193900000,28.109527313868,27.7633664251961,27.0889889837899,---,-23.3070039485344,-13.9813813899407,0,9000,CISPR,2018/11/29 20:22:10,,False
342,False,1,194100000,27.917144501368,27.5973584295907,26.9136044623055,---,-23.4804193515473,-14.1641733188325,0,9000,CISPR,2018/11/29 20:22:12,,False
343,False,1,194300000,27.7000424505868,27.3962323309578,26.7159344793953,---,-23.6889528575875,-14.36925070915,0,9000,CISPR,2018/11/29 20:22:14,,False
